final_text,Sentiment,label
omx helsinki index 033 pct lower 936480 omx helsinki cap portfolio index 034 pct 502925,negative,0
$ hznp havent seen vol like since runup let see one dip 20x,negative,0
customer include local company slo oy kiilto oy toptronics oy normark suomi oy pellonpaja oy mansner oy,neutral,1
2009 stora enso 's net loss eur 8797 million compared eur 6734 million previous year,negative,0
helsinki thomson financial share closed little changed cargotec huhtamaki dropping sharply disappointing secondquarter report,negative,0
$ aapl afternoon selloff usual brutal get ready lose ton money,negative,0
company target sale l 271 mn l 23498 mn profit l 300000 l 371500 2007,neutral,1
finnish company previously said operating result lower breakeven posted year earlier,negative,0
furthermore sale new passenger car light commercial vehicle country declined 54 % yearonyear last month,neutral,1
according ceo nordea bank estonia vahur kraft nordea finland stockmann cooperating ten year,positive,2
current year raute expects net sale increase operating result positive,positive,2
adp news feb 4 2009 finnish broadband data communication system solution company teleste oyj hel tlt1v said today net profit decreased eur 55 million usd 72 2008 eur 94 million 200,negative,0
addition kone signed twoyear maintenance contract escalator,positive,2
order included metso 's fourth quarter 2007 order backlog,neutral,1
sainsbury cfo rogers replace home retail ceo walden,neutral,1
residentialconstruction particular picked several market,positive,2
ab inbev attack sabmiller bid rebuffal,negative,0
finnish waste management cleaning group lassila tikanoja oyj lt net profit went 322 mln euro $ 477 mln 2007 353 mln euro $ 523 mln 2006,neutral,1
france raise concern proposed lsedeutsche boerse deal,negative,0
presentation material posted company 's website wwwseahawkdrillingcom investor relation `` section webcast presentation `` tab,neutral,1
stena poseidon socalled panamax tanker designed able pas narrow passage panama canal 's lock,neutral,1
result 20 person longer needed,negative,0
pretax loss totaled eur 12 mn profit eur 21 mn 2004,negative,0
hargreaves lansdown share price fall cost mount although pension,negative,0
tesco shareholder back itv head chairman,positive,2
dlerch lol $ fmcn back $ 17 darn short chit sherlock,negative,0
finnish metso paper awarded contract rebuild sabah forest industry ' sfi pulp mill sabah malaysia,positive,2
first quarter underlying operating profit rose 41 mln eur 33 mln year earlier,positive,2
$ ssys retested low rise steadily hit $ 81 21 trading day ago $ 13086 sept 18 'll,positive,2
new morrison duo get former bos 's support diffuse investor tension,positive,2
adp news feb 4 2009 finnish broadband data communication system solution company teleste oyj hel tlt1v said today net profit decreased eur 55 million usd 72 2008 eur 94 million 200,negative,0
operating profit eur 114 mn eur 75 mn,positive,2
revenue grew 12 percent x20ac 36 billion u $ 45 billion,positive,2
pretax profit totalled eur 20 mn compared loss eur 1592 mn fourth quarter 2008,positive,2
$ rsh looking first profitable quarter 3 year long strong,positive,2
nasdaqlisted yahoo inc introduced new service enables malaysian take favorite internet content service mobile phone,positive,2
request finnish medium company alma medium 's newspaper research manager jari kaivooja finland future research centre turku school economics drawn future scenario finland 's national economy using model developed university denver,neutral,1
$ uvxy put chum key support next level careful,negative,0
fourth quarter 2008 net sale decreased eur 1214 mn eur 1655 mn fourth quarter 2007,negative,0
market value one crane usd6m reported finnish news agency stt,neutral,1
$ cnp sell short position cnpclosed profit $ 5936700 775 % httpstkscoghjc,positive,2
cargotec 's share capital increase total 64046460 euro,neutral,1
company confirmed estimate lower revenue whole 2009 yearago eur 939 million usd 1373 given interim report august 5,negative,0
costco premier retail dividend play httpstcoj3uhts022m $ cost,positive,2
pohjola act manager issue bond listed nasdaq omx helsinki ltd,neutral,1
vivus $ vvus bear raid effect stock 12 %,negative,0
divested company part tietoenator 's business area government manufacturing retail,neutral,1
$ utsi httpstksco15ur long setup reported good earnings,positive,2
finnish kemira 's net sale eur decreased eur 12596 mn januaryjune 2009 eur 14251 mn januaryjune 2008,negative,0
however rapidly increasing cost strengthening euro challenging whole industry impacted result ``,negative,0
subscription period amer sport ' 2002 warrant scheme end 31 december 2007,neutral,1
net sale period expected fall well last year result nonrecurring item expected red,negative,0
addition production varpaisjâ rvi factory stopped beginning april 2009,neutral,1
sale tiimari business went 8 % eur 118 million gallerix store saw 29 % growth eur 2 million,negative,0
md henning bahr stockmann gruppen praise trend since chain become stronger decisionmaking process clear,positive,2
standard life share price insurer buy advice firm pearson jones,positive,2
total emission reduction 1999 2017 thus 41 %,neutral,1
$ cndo 21 % short float short likely take profit close,negative,0
brazilian mobile player telemig celular yesterday announced selected finnish software developer tecnomen oyj expand prepaid billing system,positive,2
glaston headquartered tampere finland growing international glass technology company,neutral,1
operating profit totaled eur 67 mn eur 72 mn corresponding period 2005,negative,0
currency effect 30 pct 20 mln euro $ 313 mln negative impact revenue,negative,0
number class share remains unchanged 9526089 share,neutral,1
estonian telecom company elisa 's customer number cross 400000 tallinn oct 22 bns estonian telecommunication company elisa approximately 50000 new client nine month year bringing number 401800 end september company said,positive,2
tesla motor recall 2700 model x suv $ tsla httpstcoxdgraexkkz,negative,0
forest certification voluntary system aimed promoting sustainable forest management commercial forest,neutral,1
finlandbased stockmann group closed seven franchising sport store nike russia,negative,0
$ fb $ tsla cracking lower early $ short correction stock,negative,0
operating profit improved 167 % eur 77 mn,positive,2
international sale rose 598 % eur 12444 mn,positive,2
strategic cooperation rentakran brings u new customer alreadyworking relationship authority new territory ' said jarmo laasanen senior manager cramo,positive,2
tesco share price grocer face sfo investigation outcome,negative,0
adpnews may 4 2010 finnish cutlery hand tool maker fiskars oyj abp hel fisa said today net profit declined eur 129 million usd 17m first quarter 2010 eur 17 million correspond,neutral,1
building home improvement trade sale decreased 225 % eur 2014 mn,negative,0
body e vostok also owns stake power sale company mosenergosbytbody rts mssb 509 % altaienergosbyt 100 % saratovenergo rts sare body 4836 % tambov power sale company rts tasb 4901 % ofbodywhich received distribution balance,neutral,1
yit say acquisition part strategy expansion central eastern european market,positive,2
finnish national carrier said net loss april june euro26 million net profit euro13 million year earlier,neutral,1
$ qcom indicator rsi 50 stand 561 upward movement expected httpstcoyfa9jcusqa,positive,2
metso foundry jyvaskyla oy discontinue production line 30 september 2008 company said,neutral,1
food sale totalled eur 3235 mn october 2009 representing decrease 55 % october 2008,negative,0
finnish bank àland report operating profit rose eur 213 mn second quarter 2009 eur 61 mn corresponding period 2008,positive,2
