final_text,Sentiment
adp news jan 22 2009 finnish mobile phone maker nokia oyj omx nok1v said today operating profit decreased eur 5 billion usd 65 bn 2008 eur 8 billion 2007,neutral
finnish raute precision supply weighing dosing system plant changing name lahti precision,neutral
$ aapl resistance right heresold shareswill buy back dip go 128 gap zone,negative
eurochem head corporate finance alexander gavrilov said pleased confirmed eurochem able attract longterm fund attractive rate,positive
q1 2009 company 's result tax continuing operation excluding nonrecurring item totalled eur 04 mn compared eur 01 mn corresponding period 2008,negative
robust growth result inclusion clothing chain lindex group december 2007,positive
companiesdixons carphone close 134 uk store sale jump,positive
elcoteq dongguan established 1999 nancheng district dongguan china one elcoteq four volume manufacturing plant asiapacific region,neutral
measure result decreased demand technical design product information,negative
kraft cadbury 's britvic total recall pulling product affect profit,negative
currency effect 30 pct 20 mln euro $ 313 mln negative impact revenue,neutral
$ spy bull move ended waiting next setup,negative
analyst impressed progress tesla 's flagship factory co spent $ 16b upgrade '15 httpstcosabxcsn8cd tsrandall $ tsla,positive
$ isrg break confirmed bought leap good trading,positive
highest growth would china weakening demand would continue north america upm said,neutral
business line may 16 2008 sriperumbudur may 15 nokia 's two key supplier aspocomp wintek likely start operation within three month nokia telecom park sriperumbudur 45 km west chennai,neutral
optimistic $ amzn fundementals chart look like poopoo quarter,negative
said losing five family month economy many make alternative arrangement save money,neutral
ship crane manufactured macgregor 's partner plant china delivered 20082010 vessel ordered chinese cosco german peter dohle hong kong based cido shipping,neutral
finnish fiber plastic product maker suominen corporation said net loss continuing operation narrowed 18 mln euro $ 23 mln 2006 37 mln euro $ 48 mln 2005,positive
ab inbev 's latest bid said unlikely win sabmiller 's approval,positive
company 's equipment rental portfolio consists primarily tool small midsized customer construction industry,neutral
disappointment see plan folded,neutral
pretax loss totalled eur 499 mn compared loss eur 154 mn corresponding period 2008,neutral
operating profit rose 221 mln eur 199 mln,positive
133 pm omx helsinki 25 030 pct lower 246367 omx helsinki 037 pct 853742 volume 256 mln eur,negative
segment annual revenue approximately eur400m company said,neutral
pleased fine cooperation two country recent time said,positive
cramo headquartered vantaa finland rent construction machinery equipment well rent sell modular space,neutral
also strengthen existing partnership cybercom `` say teleste cto esko myllyla,positive
20 march 2006 stora enso refused comment news way,neutral
operating profit increased eur 140 mn eur 49 mn corresponding period 2005,positive
$ znga httpstksco3rdu looking test 925 resistance point cc cfrazierjr fletchtrade trader,positive
previously company anticipated operating profit improve period,positive
swot analysis one method categorization weakness,neutral
merrill lynch analyst campbell morgan upgraded recommendation paperlinx neutral `` buy `` may,positive
coker crane supplied tesoro corporation 's golden eagle refinery martinez california similar crane delivered bp 's castell refinery spain,neutral
group 's 12month operating profit grew 31 percent 3378 million euro,positive
counter competitor 's strength target weakness,neutral
return capital employed roce negative 23 % compared 113 % 2007,negative
$ lulu httpstkscoo17i bounced support early week indicator turning rsi macd smi worth look,positive
cargotec 's business area also include container handling solution business area kalmar marine cargo handling offshore load handling solution business area macgregor,neutral
continued actively focus rd position offering away point solution towards dynamic endtoend solution `` ervio stated,positive
$ aapl broken downtrend 200dma proving stiff resistance short term httpstcovlzlgvihzv,positive
2009 stora enso 's net loss eur 8797 million compared eur 6734 million previous year,negative
nordic business report17 january 2006efore plc inaugurates new plant estonia 19982006 m2 communication ltd finnish power electronics manufacturer efore plc said tuesday 17 january inaugurating new plant parnu estonia,neutral
total value project estimated 30 mln euro $ 44 mln service 20 mln euro $ 29 mln thirdparty licence 10 mln euro $ 15 mln,neutral
reed elsevier share price slide underwhelming fullyear result,negative
technopolis set aside plot land measuring 46 hectare build park mikkonen said,neutral
gypsii service support ten different language including korean russian,neutral
company turned earnings per share eps eur 003 versus loss per share eur 001,positive
company present hold share,neutral
estimated value deal usd 92 million,neutral
future plant focus production flange profile wind farm tower,neutral
result transaction aggregate holding burrill life science capital fund lp decreased 5 per cent total number share vote company,negative
revenue july september grew 14 percent euro 467 million year earlier company said thursday,positive
4 february 2011 finnish privacy security software developer tectia oyj hel tec1v said wednesday set two strategic business unit managed security mobile authentication,neutral
